datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	1052	Animalia	Chordata			Labrisomidae	Labrisomus	conditus		Labrisomus conditus	(Sazima, Carvalho-Filho, Gasparini & Sazima, 2009)	Parátipo	2001	06	18	I. Sazima					I. Sazima	2001	06	18		Fernando de Noronha	Praia do Boldró, Arquipélago de Fernando de Noronha	-3,833	-32,416	-32.416	-3.833							F	Formol 10% -> Álcool 70%	1				<nO>03S 50#?# /32W 25#?#; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	2434	Animalia	Chordata			Gobiidae	Priolepis	dawsoni		Priolepis dawsoni	(Greenfield, 1989)		2010	02		A. Carvalho-Filho					R. M. Macieira					Mata de São João	Praia do Forte	-12,579	-38,003	-38.003	-12.579								Álcool 92,8%	1				<nO>Coletado com Puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131062	Animalia	Chordata			Monacanthidae							1982	02	15	J. L. Helmer & C. Zamprogno										Aracruz	Estuário do rio Piraquê-açú, Santa Cruz	-19,95	-40,17	-40.17	-19.95								Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3599	Animalia	Chordata			Labridae	Halichoeres	poeyi		Halichoeres poeyi	(Steindachner, 1867)		2015	10		R. Andrades, J. M. Andrade, R. G. Santos, L. Mendonça					R. Andrades					Anchieta	Praia dos Castelhanos	-20,816	-40,632	-40.632	-20.816								Gelo -> Formol 10% -> Álcool 70%	1				<nO>Poças de maré + Eugenol / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	405	Animalia	Chordata			Sciaenidae	Paralonchurus	brasiliensis		Paralonchurus brasiliensis	(Steindachner, 1875)		2002	09	17	J-C. Joyeux et al. (turma de Recursos Vivos 1)					C. R. Pimentel	2007	09	13		Vitória	Baía do Espírito Santo	-20,31	-40,34	-40.34	-20.31								Formol 10% -> Álcool 70%	2				<nO>Coletado com rede de arrasto de camarão. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1802	Animalia	Chordata			Triglidae	Prionotus	punctatus		Prionotus punctatus	(Bloch, 1793)		1988	03	30	J. L. Gasparini & E. C. Dall'orto					L.M.Sarmento-Soares					Vitória	Pier de Camburi.	-20,319	-40,338	-40.338	-20.319								Álcool 70%	1				<nO>20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	366	Animalia	Chordata			Haemulidae	Haemulon	parra		Haemulon parra	(Desmarest, 1823)		2005	11	15	R. M. Macieira et al.					R. M. Macieira	2005	11	15		Anchieta	Ponta dos Castelhanos	-20,83	-40,61	-40.61	-20.83								Formol 10% -> Álcool 70%	1				<nO>Poça 06; Coletado com puçá; 20S 50' /40W 37'; Presente;</nO>																					
2022-05-09T10:46:01	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2812	Animalia	Chordata			Carcharhinidae	Rhizoprionodon	porosus		Rhizoprionodon porosus	(Poeyi, 1861)		2011	08	19	M. Hora					J-C. Joyeux					Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31								Formol 10% -> Álcool 70%	1				<nO>Pescado com rede de emalhar. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	498	Animalia	Chordata			Carangidae	Oligoplites	palometa		Oligoplites palometa			2001	11	01	J-C. Joyeux, B. B. Pereira, F. R. Fonseca & R. M. Macieira										Aracruz	Estuário do rio Piraquê-açú, Santa Cruz	-19,95	-40,17	-40.17	-19.95								Formol 10% -> Álcool 70%	2				<nO>Coletado com arrasto de picaré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Rio Grande do Norte	UFES	CIUFES	2780	Animalia	Chordata			Gobiidae	Lythrypnus	sp.		Lythrypnus sp.			2013	05	29	R. M. Macieira ; T. Simon & J. L. Gasparini					R. M. Macieira & T. Simon						Bóia de Atracação, Atol das Rocas	-3,857	-33,818	-33.818	-3.857								Formol 10% -> Álcool 70%	3				<nO>Foto R. M. Macieira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130507	Animalia	Chordata			Labridae	Bodianus	rufus		Bodianus rufus	(Linnaeus, 1758)		1986	05		J. L. Gasparini					J. L. Gasparini em V-1986	1986	05			Guarapari	Ilhas Rasas	-20,657	-40,51	-40.51	-20.657									2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4474	Animalia	Chordata			Gobiidae	Awaous	tajasica		Awaous tajasica	(Lichtenstein 1822)		2021	11		R. Andrades, R. Martins & F. Toscano					H. Guabiroba					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	90				<nO>Puçá + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1206	Animalia	Chordata			Blenniidae	Parablennius	marmoreus		Parablennius marmoreus	(Poey, 1875)		2008	03	12	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	02	17		Guarapari	Ilha Escalvada	-20,7	-40,4	-40.4	-20.7								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante; 20S 42' /40W 24'; Presente;</nO>																					
2022-05-09T10:45:31	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	130741	Animalia	Chordata			Ophichthidae	Ahlia	egmontis		Ahlia egmontis	Jordan, 1884		1986	12	30	E. C. Perrone					E. C. Perrone						Ilha Santa Bárbara - Arquipélago de Abrolhos	-17,967	-38,698	-38.698	-17.967									3				<nO>Coletado em poça de maré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	2110	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert, 1882)		2011	06	20	T. Simon					J-C Joyeux					Camamu	Ilha Grande. Baía de Camamu.	-13,916	-39	-39	-13.916								Álcool 92,8%	3				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	81	Animalia	Chordata			Syngnathidae	Hippocampus	sp.		Hippocampus sp.			2002	10	08	Bruno B. Pereira & Juliano B. Pereira										Vitória	Baía do Espírito Santo	-20,31	-40,34	-40.34	-20.31								Formol 5%	1				<nO>Rede de zooplâncton. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1915	Animalia	Chordata			Carangidae	Selene	vomer		Selene vomer	(Linnaeus, 1758)		2008	02	18	J. M. Madureira					J. M. Madureira					Itapemirim	Praia de Itaoca	-20,921	-40,786	-40.786	-20.921								Formol 10% -> Álcool 70%	3				<nO>Coletado em arrasto de praia. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:01	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3209	Animalia	Chordata			Arhynchobatidae	Atlantoraja	platana		Atlantoraja platana	(Günther, 1880)		2014	02	17	L. R. Bonesi					L. R. Bonesi					Aracruz	Barra do Riacho	-19,829	-40,061	-40.061	-19.829								Formol 10% -> Álcool 70%	1				<nO>Coletado em arrasto. MIM-EJA 41538.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	0		UFES	CIUFES	4008	Animalia	Chordata				#Value!	#value!		#Value! #value!																				0	0													<nO>Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	151	Animalia	Chordata			Dactyloscopidae	Dactyloscopus	tridigitatus		Dactyloscopus tridigitatus	Gill, 1859		2006	05	14	J-C. Joyeux & R. M. Macieira										Anchieta	Praia dos Castelhanos	-20,83	-40,61	-40.61	-20.83								Formol 10% -> Álcool 70%	1				<nO>Poça de maré 06, coletado com puçá; 20S 50' /40W 37'; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	462	Animalia	Chordata			Labridae	Halichoeres	dimidiatus		Halichoeres dimidiatus	(Agassiz, 1831)		2005	12	05	J-C. Joyeux & R. M. Macieira					R. M. Macieira	2007	10	10		Guarapari	Ilhas Rasas	-20,657	-40,51	-40.51	-20.657					41913	41913		Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130280	Animalia	Chordata			Monacanthidae							1905	06	07	Barco Charmoso										Linhares	Foz do rio Doce - Regência	-19,65	-39,815	-39.815	-19.65									1				<nO>Fauna acompanhante da pesca do camarão. Coordenadas estimadas posteriormente no Google Earth; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130366	Animalia	Chordata			Sciaenidae							1986	09	15	C. Zamprogno										Serra	Praia da Baleia - Manguinhos	-20,203	-40,195	-40.195	-20.203									6				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2482	Animalia	Chordata			Labrisomidae	Starksia	multilepis		Starksia multilepis	(Williams & Mounts, 2003)		2013	04	05	R. M. Macieira & T. Simon					J-C. Joyeux					Fernando de Noronha	Trinta Réis	-3,824	-32,409	-32.409	-3.824								Álcool 96%	2				<nO>Coletado com Puçá + Q. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	1330	Animalia	Chordata			Gobiidae	Elacatinus	phthirophagus		Elacatinus phthirophagus	Sazima et al., 2008		1998	06	08	R. B. Franani Filho, R. L. Moura & L. Mendes					R. B. Franani Filho, R. L. Moura & L. Mendes					Fernando de Noronha	Ilha do Meio	-3,844	-32,409	-32.409	-3.844								Formol 10% -> Álcool 70%	6				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4232	Animalia	Chordata			Carangidae	Caranx	latus		Caranx latus	Agassiz, 1831		2019	11		H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	24				<nO>Picaré+ peneira / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130462	Animalia	Chordata			Monacanthidae							1985	01		Barco Charmoso										Linhares	Foz do rio Doce - Regência	-19,65	-39,815	-39.815	-19.65									1				<nO>Fauna acompanhante da pesca do camarão. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	1800	Animalia	Chordata			Carangidae	Trachinotus	falcatus		Trachinotus falcatus	(Linnaeus, 1758)		2001	05	31	R. L. Teixeira					L.M.Sarmento-Soares					Camamu	Ilha Grande. La Bodeguita.	-13,94444444	-39,10388889	-39.10388889	-13.94444444								Álcool 70%	1				<nO>13º56'40"S /39º06'14"W; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	3934	Animalia	Chordata			Labridae	Halichoeres	dimidiatus		Halichoeres dimidiatus	(Agassiz, 1831)		2019	10	28	J.C. Joyeux & J.L. Gasparini					J.C. Joyeux, J.L. Gasparini						Fernando de Noronha - defronte ao Buraco do Inferno, PE	-3,865	-32,415	-32.415	-3.865								Formol 10% --> Álcool 70%	1				<nO>LAR 2762 / 03-24m / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:57	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1738	Animalia	Chordata			Serranidae	Rypticus	saponaceus		Rypticus saponaceus			1999	03	16	J. L. Gasparini, J.R.Floeter & L. A. Rocha					J.L.Gasparini	2022	05	09		Guarapari	Ilha Escalvada	-20,65777778	-40,51083333	-40.51083333	-20.65777778								Álcool 70%	3				<nO>20º39'28"S /40º30'39"W; Presente;</nO>																					
2022-12-15T10:28:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4379	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert 1882)		2016	06		H. Guabiroba					J.C Joyeux	2022	02			Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Álcool 90%	2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:41	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130667	Animalia	Chordata			Gerreidae	Eucinostomus	melanopterus		Eucinostomus melanopterus			1985	09	14	J. L. Helmer					F. Vieira & P. R. da Paz					Vila Velha	Estuário do rio Jucu	-20,421	-40,324	-40.324	-20.421									2				<nO>Coletado durante a disciplina Ictiofauna do ES. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4534	Animalia	Chordata			Tetraodontidae	Sphoeroides	testudineus		Sphoeroides testudineus	(Linnaeus 1758)		2022	04	21	F. Toscano et. al.					H. Guabiroba & F. Toscano					Aracruz	Estuário Piraquê-açú, Aracruz - ES (Interno)	-19,5582	-40,10499	-40.10499	-19.5582								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ PA1U1/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3734	Animalia	Chordata			Ophichthidae	Ophichthus	cylindroideus		Ophichthus cylindroideus	(Ranzani, 1839)		2019	03	16	R. Andrades, F. Toscano, C. Vilar & V. Amaral					H. Guabiroba					Linhares	Rio Doce, Regência, Estuário (Externo)	-19,40261	-39,45765	-39.45765	-19.40261								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ RD5U3 / Coordenadas obtidas in situ.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	0		UFES	CIUFES	4096	Animalia	Chordata				#Value!	#value!		#Value! #value!																				0	0													<nO>Presente;</nO>																					
2022-05-09T10:45:44	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2015	Animalia	Chordata			Gobiidae	Lythrypnus	aff. brasiliensis		Lythrypnus aff. brasiliensis			2010	02	23	T. Simon & R. M. Macieira & C. R. Pimentel										Guarapari	Ilha Escalvada	-20,7	-40,4	-40.4	-20.7								Álcool 99%	1				<nO>Extracted from the extinct CIUFES 1610 (TIPO I). Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:44	PreservedSpecimen	São Tomé e Príncipe		UFES	CIUFES	3404	Animalia	Chordata			Gobiidae	Gorogobius	nigricinctus		Gorogobius nigricinctus	(Delais, 1951)		2016	01	19	J. L. Gasparini, L. A. Rocha, C. E. L. Ferreira, R. Morais, Hugolay Maia, Luisa Fontoura e S. Floeter					J. L. Gasparini						Baía das agulhas, Ilha do Príncipe, Golfo da Guiné, África	1,613	7,403	7.403	1.613								Formol 10% -> Álcool 70%	1				<nO>Foto no ambiente - Gaparini / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4627	Animalia	Chordata			Achiridae	Catathyridium	garmani		Catathyridium garmani	(Jordan 1889)		2022	05	31	F. Toscano e R. Andrades					H. Guabiroba & F. Toscano					Marataízes	Rio Itapemirim, Marataízes - ES (interno)	-21,003784	-40,803736	-40.803736	-21.003784								Formol 10% --> Álcool 70%	1				<nO>ITA6 / Arrasto com portas / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1638	Animalia	Chordata			Pomacentridae	Abudefduf	saxatilis		Abudefduf saxatilis	(Linnaeus, 1758)		1997	02	01						J. L. Gasparini						Ilha da Trindade. Piscina do Parcel	-20,31916667	-40,33777778	-40.33777778	-20.31916667								Álcool 70%	1				<nO>20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3526	Animalia	Chordata			Sciaenidae	Pachyurus	adspersus		Pachyurus adspersus	Steindachner, 1879		2016	06	30	H. C. Guabiroba e colaboradores					C. C. Vilar e H. C. Guabiroba					Linhares	Estuário Rio Doce, Regência	-19,657	-39,818	-39.818	-19.657								Formol 10% -> Álcool 70%	4				<nO>Peneira e Picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	131824	Animalia	Chordata			Achiridae	Achirus	declivis		Achirus declivis	Chabanaud, 1940		2003	06	13						R. T. C. Ramos	2007	11	08		Mucuri	Rio Mucuri	-18,102	-39,56	-39.56	-18.102								Álcool 70%	1				<nO>Com peneira ou rede junto a vegetação marginal (mangue); Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4650	Animalia	Chordata			Cichlidae	Geophagus	brasiliensis		Geophagus brasiliensis	(Quoy & Gaimard, 1824)		2021	06	18	H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	7				<nO>Peneira + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	1855	Animalia	Chordata			Carangidae	Trachurus	lathami		Trachurus lathami	(Nichols, 1920)		1987	11	28	J. L. Gasparini & V. H. Gasparini					J. L. Gasparini					Cabo Frio	Cabo Frio	-22,87916667	-42,01833333	-42.01833333	-22.87916667								Álcool 70%	3				<nO>22º52'45"S /42º01'06"W; Presente;</nO>																					
2022-05-09T10:45:52	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130249	Animalia	Chordata			Mullidae	Pseudupeneus	maculatus		Pseudupeneus maculatus	(Bloch, 1793)		1983	02	01	E. C. Perrone, R. L. Teixeira & P. S. B. Santana										Vila Velha	Ilha Pituã - Jardim Itapoã	-20,35	-40,28	-40.28	-20.35									7				<nO>Coletado em poça. Coordenadas estimadas posteriormente no Google Earth; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	568	Animalia	Chordata			Eleotridae	Eleotris	pisonis		Eleotris pisonis	(Gmelin, 1789)		2000	03		J. L. Gasparini & A. P. Almeida					J. L. Gasparini	2000	03			Conceição da Barra	Parque Estadual de Itaúnas	-18,53	-39,72	-39.72	-18.53								Álcool 70%	7				<nO>Na vegetação flutuante com peneira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3738	Animalia	Chordata			Gobiidae	Parrella	macropteryx		Parrella macropteryx	Ginsburg, 1939		2019	02	11	R. Andrades, F. Toscano, C. Vilar & V. Amaral					H. Guabiroba, R. Andrades, C. Vilar & J-C. Joyeux					Aracruz	Piraquê-Açú, ES,Estuário (Externo)	-19,57361	-40,05126	-40.05126	-19.57361								Álcool 93%	1				<nO>Arrasto com portas/ PA4U3 / Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:31	PreservedSpecimen	0		UFES	CIUFES	131684	Animalia	Chordata			Muraenidae	Gymnothorax	funebris		Gymnothorax funebris	(Ranzani, 1840)																			0	0									1				<nO>Nome vulgar: caramuru, moréia; Presente;</nO>																					
