ID,Full_Name,Genus,Species,Genus_species,NC
1963,"Macrodontogobius wilburi Herre, 1936 ",Macrodontogobius,wilburi,Macrodontogobius wilburi,Present
1964,"Mahidolia mystacina (Valenciennes in Cuvier & Valenciennes, 1837) ",Mahidolia,mystacina,Mahidolia mystacina,Present
1965,"Mugilogobius mertoni (Weber, 1911) ",Mugilogobius,mertoni,Mugilogobius mertoni,Present
1966,"Mugilogobius notospilus (Günther, 1877) ",Mugilogobius,notospilus,Mugilogobius notospilus,Present
1967,"Oplopomus diacanthus Schultz, 1943 ",Oplopomus,diacanthus,Oplopomus diacanthus,Present
1968,"Oplopomus caninoides (Bleeker, 1852) ",Oplopomus,caninoides,Oplopomus caninoides,Present
1969,"Oplopomus oplopomus (Valenciennes in Cuvier & Valenciennes, 1837) ",Oplopomus,oplopomus,Oplopomus oplopomus,Present
1970,"Oxyurichthys ophthalmonema (Bleeker, 1856-1857)",Oxyurichthys,ophthalmonema,Oxyurichthys ophthalmonema,Present
1971,"Oxyurichthys papuensis (Valenciennes in Cuvier & Valenciennes, 1837) ",Oxyurichthys,papuensis,Oxyurichthys papuensis,Present
1972,"Paragobiodon echinocephalus (Rüppell, 1830) ",Paragobiodon,echinocephalus,Paragobiodon echinocephalus,Present
1973,"Paragobiodon lacunicolus (Kendall & Goldsborough, 1911) ",Paragobiodon,lacunicolus,Paragobiodon lacunicolus,Present
1974,"Paragobiodon melanosomus (Bleeker, 1852) ",Paragobiodon,melanosomus,Paragobiodon melanosomus,Present
1975,"Paragobiodon modestus (Regan, 1908) ",Paragobiodon,modestus,Paragobiodon modestus,Present
1976,"Paragobiodon xanthosomus (Bleeker, 1852) ",Paragobiodon,xanthosomus,Paragobiodon xanthosomus,Present
1977,"Periophthalmus argentilineatus Valenciennes in Cuvier & Valenciennes, 1837 ",Periophthalmus,argentilineatus,Periophthalmus argentilineatus,Present
1978,"Pleurosicya bilobata (Koumans, 1941) ",Pleurosicya,bilobata,Pleurosicya bilobata,Present
1979,"Pleurosicya coerulea Larson, 1990 ",Pleurosicya,coerulea,Pleurosicya coerulea,Present
1980,"Pleurosicya micheli Fourmanoir, 1971 ",Pleurosicya,micheli,Pleurosicya micheli,Present
1981,"Pleurosicya mossambica Smith, 1959 ",Pleurosicya,mossambica,Pleurosicya mossambica,Present
1982,"Priolepis cinctus (Regan, 1908) ",Priolepis,cinctus,Priolepis cinctus,Present
1983,"Priolepis compita Winterbottom, 1985 ",Priolepis,compita,Priolepis compita,Present
1984,"Priolepis fallacincta Winterbottom & Burridge, 1992 ",Priolepis,fallacincta,Priolepis fallacincta,Present
1985,"Priolepis inhaca (Smith, 1949) ",Priolepis,inhaca,Priolepis inhaca,Present
1986,"Priolepis kappa Winterbottom & Burridge, 1993 ",Priolepis,kappa,Priolepis kappa,Present
1987,"Priolepis semidoliata (Valenciennes in Cuvier & Valenciennes, 1837) ",Priolepis,semidoliata,Priolepis semidoliata,Present
1988,"Priolepis squamogena Winterbottom & Burridge, 1989 ",Priolepis,squamogena,Priolepis squamogena,Present
1989,"Psammogobius biocellatus (Valenciennes in Cuvier & Valenciennes, 1837) ",Psammogobius,biocellatus,Psammogobius biocellatus,Present
1990,"Redigobius balteatus (Herre, 1935) ",Redigobius,balteatus,Redigobius balteatus,Present
1991,"Redigobius bikolanus (Herre, 1927) ",Redigobius,bikolanus,Redigobius bikolanus,Present
1992,"Redigobius chrysosoma (Bleeker, 1875) ",Redigobius,chrysosoma,Redigobius chrysosoma,Present
1993,"Redigobius tambujon (Bleeker, 1854) ",Redigobius,tambujon,Redigobius tambujon,Present
1994,"Schismatogobius fuligimentus Chen, Séret, Pöllabauer & Shao, 2001 ",Schismatogobius,fuligimentus,Schismatogobius fuligimentus,Endemic
1995,"Sicyopterus lagocephalus (Pallas, 1770) ",Sicyopterus,lagocephalus,Sicyopterus lagocephalus,Present
1996,"Sicyopterus sarasini Weber & Beaufort, 1915 ",Sicyopterus,sarasini,Sicyopterus sarasini,Endemic
1997,"Sicyopus chloe Watson, Keith & Marquet, 2001 ",Sicyopus,chloe,Sicyopus chloe,Endemic
1998,"Sicyopus zosterophorum (Bleeker, 1857) ",Sicyopus,zosterophorum,Sicyopus zosterophorum,Present
1999,"Stenogobius yateiensis Keith, Watson & Marquet, 2002 ",Stenogobius,yateiensis,Stenogobius yateiensis,Endemic
2000,"Stiphodon atratus Watson, 1996 ",Stiphodon,atratus,Stiphodon atratus,Present
2001,"Stiphodon mele Keith, Marquet & Pouilly, 2009 ",Stiphodon,mele,Stiphodon mele,Present
2002,"Stiphodon rutilaureus Watson, 1996 ",Stiphodon,rutilaureus,Stiphodon rutilaureus,Present
2003,"Stiphodon sapphirinus Watson, Keith & Marquet, 2005 ",Stiphodon,sapphirinus,Stiphodon sapphirinus,Endemic
2004,"Stonogobiops yasha Yoshino & Shimada, 2001 ",Stonogobiops,yasha,Stonogobiops yasha,Present
2005,"Sueviota lachneri Winterbottom & Hoese, 1988 ",Sueviota,lachneri,Sueviota lachneri,Present
2006,"Taenioides cirratus (Blyth, 1860) ",Taenioides,cirratus,Taenioides cirratus,Present
2007,"Tomiyamichthys oni (Tomiyama, 1936) ",Tomiyamichthys,oni,Tomiyamichthys oni,Present
2008,"Trimma benjamini Winterbottom, 1996 ",Trimma,benjamini,Trimma benjamini,Present
2009,"Trimma caesiura Jordan & Seale, 1906 ",Trimma,caesiura,Trimma caesiura,Present
2010,"Trimma emeryi Winterbottom, 1985 ",Trimma,emeryi,Trimma emeryi,Present
2011,"Trimma grammistes (Tomiyama, 1936) ",Trimma,grammistes,Trimma grammistes,Present
2012,"Trimma lantana Winterbottom & Villa, 2003 ",Trimma,lantana,Trimma lantana,Present
2013,"Trimma milta Winterbottom, 2002 ",Trimma,milta,Trimma milta,Present
2014,"Trimma okinawae (Aoyagi, 1949) ",Trimma,okinawae,Trimma okinawae,Present
2015,"Trimma stobbsi Winterbottom, 2001 ",Trimma,stobbsi,Trimma stobbsi,Present
2016,"Trimma striatum (Herre, 1945) ",Trimma,striatum,Trimma striatum,Present
2017,"Trimma taylori Lobel, 1979 ",Trimma,taylori,Trimma taylori,Present
2018,"Trimma tevegae Cohen & Davis, 1969 ",Trimma,tevegae,Trimma tevegae,Present
2019,"Trimma unisquamis (Gosline, 1959) ",Trimma,unisquamis,Trimma unisquamis,Present
2020,"Trimmatom eviotops (Schultz, 1943) ",Trimmatom,eviotops,Trimmatom eviotops,Present
2021,"Trimmatom nanus Winterbottom & Emery, 1981 ",Trimmatom,nanus,Trimmatom nanus,Present
2022,"Valenciennea decora Hoese & Larson, 1994 ",Valenciennea,decora,Valenciennea decora,Present
2023,"Valenciennea helsdingenii (Bleeker, 1858) ",Valenciennea,helsdingenii,Valenciennea helsdingenii,Present
2024,"Valenciennea limicola Hoese & Larson, 1994 ",Valenciennea,limicola,Valenciennea limicola,Present
2025,"Valenciennea longipinnis (Lay & Bennett, 1839) ",Valenciennea,longipinnis,Valenciennea longipinnis,Present
2026,"Valenciennea muralis (Valenciennes [ex Quoy & Gaimard] in Cuvier & Valenciennes, 1837) ",Valenciennea,muralis,Valenciennea muralis,Present
2027,"Valenciennea parva Hoese & Larson, 1994 ",Valenciennea,parva,Valenciennea parva,Present
2028,"Valenciennea puellaris (Tomiyama in Tomiyama & Abe, 1956) ",Valenciennea,puellaris,Valenciennea puellaris,Present
2029,"Valenciennea randalli Hoese & Larson, 1994 ",Valenciennea,randalli,Valenciennea randalli,Present
2030,"Valenciennea sexguttata (Valenciennes in Cuvier & Valenciennes, 1837) ",Valenciennea,sexguttata,Valenciennea sexguttata,Present
2031,"Valenciennea strigata (Broussonet, 1782) ",Valenciennea,strigata,Valenciennea strigata,Present
2032,"Valenciennea wardii (Playfair in Playfair & Günther, 1867) ",Valenciennea,wardii,Valenciennea wardii,Present
2033,Vanderhorstia sp 1 ,Vanderhorstia,sp 1,Vanderhorstia sp 1,Present
2034,Vanderhorstia sp 2 ,Vanderhorstia,sp 2,Vanderhorstia sp 2,Present
2035,"Vanderhorstia ambanoro (Fourmanoir, 1957) ",Vanderhorstia,ambanoro,Vanderhorstia ambanoro,Present
2036,"Yongeichthys nebulosus (Forsskål in Niebuhr, 1775) ",Yongeichthys,nebulosus,Yongeichthys nebulosus,Present
2037,"Gunnellichthys curiosus Dawson, 1968 ",Gunnellichthys,curiosus,Gunnellichthys curiosus,Present
2038,"Gunnellichthys monostigma Smith, 1958 ",Gunnellichthys,monostigma,Gunnellichthys monostigma,Present
2039,"Gunnellichthys pleurotaenia Bleeker, 1858 ",Gunnellichthys,pleurotaenia,Gunnellichthys pleurotaenia,Present
2040,"Gunnellichthys viridescens Dawson, 1968 ",Gunnellichthys,viridescens,Gunnellichthys viridescens,Present
2041,"Nemateleotris decora Randall & Allen, 1973 ",Nemateleotris,decora,Nemateleotris decora,Present
2042,"Nemateleotris helfrichi Randall & Allen, 1973 ",Nemateleotris,helfrichi,Nemateleotris helfrichi,Present
2043,"Nemateleotris magnifica Fowler, 1938 ",Nemateleotris,magnifica,Nemateleotris magnifica,Present
2044,"Parioglossus dotui Tomiyama in Tomiyama & Abe, 1958 ",Parioglossus,dotui,Parioglossus dotui,Present
2045,"Parioglossus neocaledonicus Dingerkus & Séret, 1992 ",Parioglossus,neocaledonicus,Parioglossus neocaledonicus,Endemic
2046,"Parioglossus nudus Rennis & Hoese, 1985 ",Parioglossus,nudus,Parioglossus nudus,Present
2047,"Parioglossus philippinus (Herre, 1945) ",Parioglossus,philippinus,Parioglossus philippinus,Present
2048,"Parioglossus rainfordi McCulloch, 1921 ",Parioglossus,rainfordi,Parioglossus rainfordi,Present
2049,"Ptereleotris evides (Jordan & Hubbs, 1925) ",Ptereleotris,evides,Ptereleotris evides,Present
2050,"Ptereleotris hanae (Jordan & Snyder, 1901) ",Ptereleotris,hanae,Ptereleotris hanae,Present
2051,"Ptereleotris heteroptera (Bleeker, 1855) ",Ptereleotris,heteroptera,Ptereleotris heteroptera,Present
2052,"Ptereleotris microlepis (Bleeker, 1856) ",Ptereleotris,microlepis,Ptereleotris microlepis,Present
2053,"Ptereleotris monoptera Randall & Hoese, 1985 ",Ptereleotris,monoptera,Ptereleotris monoptera,Present
2054,"Ptereleotris zebra (Fowler, 1938) ",Ptereleotris,zebra,Ptereleotris zebra,Present
2055,"Platax orbicularis (Forsskål in Niebuhr, 1775) ",Platax,orbicularis,Platax orbicularis,Present
2056,"Platax pinnatus (Linnaeus, 1758) ",Platax,pinnatus,Platax pinnatus,Present
2057,"Platax teira (Forsskål in Niebuhr, 1775) ",Platax,teira,Platax teira,Present
2058,"Scatophagus argus (Linné, 1766) ",Scatophagus,argus,Scatophagus argus,Present
2059,"Scatophagus tetracanthus (Lacepède, 1802) ",Scatophagus,tetracanthus,Scatophagus tetracanthus,Present
2060,"Selenotoca multifasciata (Richardson, 1846) ",Selenotoca,multifasciata,Selenotoca multifasciata,Present
2061,"Siganus argenteus (Quoy & Gaimard, 1825) ",Siganus,argenteus,Siganus argenteus,Present
2062,"Siganus corallinus (Valenciennes in Cuvier & Valenciennes, 1835) ",Siganus,corallinus,Siganus corallinus,Present
2063,"Siganus doliatus Guérin-Méneville, 1829-1838",Siganus,doliatus,Siganus doliatus,Present
2064,"Siganus fuscescens (Houttuyn, 1782) ",Siganus,fuscescens,Siganus fuscescens,Present
2065,"Siganus lineatus (Valenciennes in Cuvier & Valenciennes, 1835) ",Siganus,lineatus,Siganus lineatus,Present
2066,"Siganus puellus (Schlegel, 1852) ",Siganus,puellus,Siganus puellus,Present
2067,"Siganus punctatus (Schneider [ex Forster] in Bloch & Schneider, 1801) ",Siganus,punctatus,Siganus punctatus,Present
2068,"Siganus spinus (Linnaeus, 1758) ",Siganus,spinus,Siganus spinus,Present
2069,"Siganus uspi Gawel & Woodland, 1974 ",Siganus,uspi,Siganus uspi,Present
2070,"Siganus vermiculatus (Valenciennes in Cuvier & Valenciennes, 1835) ",Siganus,vermiculatus,Siganus vermiculatus,Present
2071,"Siganus vulpinus (Schlegel & Müller, 1845) ",Siganus,vulpinus,Siganus vulpinus,Present
2072,"Siganus woodlandi Randall & Kulbicki, 2005 ",Siganus,woodlandi,Siganus woodlandi,Endemic
2073,"Zanclus cornutus (Linnaeus, 1758) ",Zanclus,cornutus,Zanclus cornutus,Present
2074,"Acanthurus achilles Shaw, 1803 ",Acanthurus,achilles,Acanthurus achilles,Present
2075,"Acanthurus albipectoralis Allen & Ayling, 1987 ",Acanthurus,albipectoralis,Acanthurus albipectoralis,Present
2076,"Acanthurus auranticavus Randall, 1956 ",Acanthurus,auranticavus,Acanthurus auranticavus,Present
2077,"Acanthurus bariene Lesson, 1830 ",Acanthurus,bariene,Acanthurus bariene,Present
2078,"Acanthurus blochii Valenciennes in Cuvier & Valenciennes, 1835 ",Acanthurus,blochii,Acanthurus blochii,Present
2079,"Acanthurus dussumieri Valenciennes in Cuvier & Valenciennes, 1835 ",Acanthurus,dussumieri,Acanthurus dussumieri,Present
2080,"Acanthurus grammoptilus Richardson, 1843 ",Acanthurus,grammoptilus,Acanthurus grammoptilus,Present
2081,"Acanthurus guttatus Bloch & Schneider [ex Forster], 1801 ",Acanthurus,guttatus,Acanthurus guttatus,Present
2082,"Acanthurus leucopareius (Jenkins, 1903) ",Acanthurus,leucopareius,Acanthurus leucopareius,Present
2083,"Acanthurus lineatus (Linnaeus, 1758) ",Acanthurus,lineatus,Acanthurus lineatus,Present
2084,"Acanthurus mata (Cuvier, 1829) ",Acanthurus,mata,Acanthurus mata,Present
2085,"Acanthurus nigricans (Linnaeus, 1758) ",Acanthurus,nigricans,Acanthurus nigricans,Present
2086,"Acanthurus nigricauda Duncker & Mohr, 1929 ",Acanthurus,nigricauda,Acanthurus nigricauda,Present
2087,"Acanthurus nigrofuscus (Forsskål in Niebuhr, 1775) ",Acanthurus,nigrofuscus,Acanthurus nigrofuscus,Present
2088,"Acanthurus nigros Günther, 1861 ",Acanthurus,nigros,Acanthurus nigros,Present
2089,"Acanthurus nubilus (Fowler & Bean, 1929) ",Acanthurus,nubilus,Acanthurus nubilus,Present
2090,"Acanthurus olivaceus Bloch & Schneider [ex Forster], 1801 ",Acanthurus,olivaceus,Acanthurus olivaceus,Present
2091,"Acanthurus pyroferus Kittlitz, 1834 ",Acanthurus,pyroferus,Acanthurus pyroferus,Present
2092,"Acanthurus thompsoni (Fowler, 1923) ",Acanthurus,thompsoni,Acanthurus thompsoni,Present
2093,"Acanthurus triostegus (Linnaeus, 1758) ",Acanthurus,triostegus,Acanthurus triostegus,Present
2094,"Acanthurus xanthopterus Valenciennes in Cuvier & Valenciennes, 1835 ",Acanthurus,xanthopterus,Acanthurus xanthopterus,Present
2095,"Ctenochaetus binotatus Randall, 1955 ",Ctenochaetus,binotatus,Ctenochaetus binotatus,Present
2096,"Ctenochaetus cyanocheilus Randall & Clements, 2001 ",Ctenochaetus,cyanocheilus,Ctenochaetus cyanocheilus,Present
2097,"Ctenochaetus striatus (Quoy & Gaimard, 1825) ",Ctenochaetus,striatus,Ctenochaetus striatus,Present
2098,"Naso annulatus (Quoy & Gaimard, 1825) ",Naso,annulatus,Naso annulatus,Present
2099,"Naso brachycentron (Valenciennes in Cuvier & Valenciennes, 1835) ",Naso,brachycentron,Naso brachycentron,Present
2100,"Naso brevirostris (Cuvier, 1829) ",Naso,brevirostris,Naso brevirostris,Present
2101,"Naso caesius Randall & Bell, 1992 ",Naso,caesius,Naso caesius,Present
2102,"Naso fageni Morrow, 1954 ",Naso,fageni,Naso fageni,Present
2103,"Naso hexacanthus (Bleeker, 1855) ",Naso,hexacanthus,Naso hexacanthus,Present
2104,"Naso lituratus (Bloch & Schneider [ex Forster], 1801) ",Naso,lituratus,Naso lituratus,Present
2105,"Naso lopezi Herre, 1927 ",Naso,lopezi,Naso lopezi,Present
2106,"Naso maculatus Randall & Struhsaker, 1981 ",Naso,maculatus,Naso maculatus,Present
2107,"Naso tonganus (Valenciennes [ex Quoy & Gaimard] in Cuvier & Valenciennes, 1835) ",Naso,tonganus,Naso tonganus,Present
2108,"Naso unicornis (Forsskål in Niebuhr, 1775) ",Naso,unicornis,Naso unicornis,Present
2109,"Naso vlamingii (Valenciennes in Cuvier & Valenciennes, 1835) ",Naso,vlamingii,Naso vlamingii,Present
2110,"Paracanthurus hepatus (Linné, 1766) ",Paracanthurus,hepatus,Paracanthurus hepatus,Present
2111,"Prionurus maculatus Ogilby, 1887 ",Prionurus,maculatus,Prionurus maculatus,Present
2112,"Zebrasoma scopas (Cuvier [ex Renard], 1829) ",Zebrasoma,scopas,Zebrasoma scopas,Present
2113,"Zebrasoma velifer (Bloch, 1797) ",Zebrasoma,velifer,Zebrasoma velifer,Present
2114,"Scombrolabrax heterolepis Roule, 1921 ",Scombrolabrax,heterolepis,Scombrolabrax heterolepis,Present
2115,"Sphyraena barracuda (Edwards in Catesby, 1771) ",Sphyraena,barracuda,Sphyraena barracuda,Present
2116,"Sphyraena forsteri (Cuvier in Cuvier & Valenciennes, 1829) ",Sphyraena,forsteri,Sphyraena forsteri,Present
2117,"Sphyraena helleri Jenkins, 1901 ",Sphyraena,helleri,Sphyraena helleri,Present
2118,"Sphyraena jello Cuvier in Cuvier & Valenciennes, 1829 ",Sphyraena,jello,Sphyraena jello,Present
2119,"Sphyraena obtusata Cuvier in Cuvier & Valenciennes, 1829 ",Sphyraena,obtusata,Sphyraena obtusata,Present
2120,"Sphyraena putnamae Jordan & Seale, 1905 ",Sphyraena,putnamae,Sphyraena putnamae,Present
2121,"Sphyraena qenie Klunzinger, 1870 ",Sphyraena,qenie,Sphyraena qenie,Present
2122,"Sphyraena waitii Ogilby, 1908 ",Sphyraena,waitii,Sphyraena waitii,Present
2123,"Diplospinus multistriatus Maul, 1948 ",Diplospinus,multistriatus,Diplospinus multistriatus,Present
2124,"Gempylus serpens Cuvier, 1829 ",Gempylus,serpens,Gempylus serpens,Present
2125,"Lepidocybium flavobrunneum (Smith, 1843) ",Lepidocybium,flavobrunneum,Lepidocybium flavobrunneum,Present
2126,"Nealotus tripes Johnson, 1865 ",Nealotus,tripes,Nealotus tripes,Present
2127,"Neoepinnula orientalis (Gilchrist & Bonde, 1924) ",Neoepinnula,orientalis,Neoepinnula orientalis,Present
2128,"Nesiarchus nasutus Johnson, 1862 ",Nesiarchus,nasutus,Nesiarchus nasutus,Present
2129,"Promethichthys prometheus (Cuvier in Cuvier & Valenciennes, 1832) ",Promethichthys,prometheus,Promethichthys prometheus,Present
2130,"Rexea alisae Roberts & Stewart, 1997 ",Rexea,alisae,Rexea alisae,Endemic
2131,"Rexea antefurcata Parin, 1989 ",Rexea,antefurcata,Rexea antefurcata,Present
2132,"Rexea bengalensis (Alcock, 1894) ",Rexea,bengalensis,Rexea bengalensis,Present
2133,"Rexea solandri (Cuvier in Cuvier & Valenciennes, 1831) ",Rexea,solandri,Rexea solandri,Present
2134,"Rexichthys johnpaxtoni Parin & Astakhov, 1987 ",Rexichthys,johnpaxtoni,Rexichthys johnpaxtoni,Present
2135,"Ruvettus pretiosus Cocco, 1833 ",Ruvettus,pretiosus,Ruvettus pretiosus,Present
2136,"Thyrsitoides marleyi Fowler, 1929 ",Thyrsitoides,marleyi,Thyrsitoides marleyi,Present
2137,"Aphanopus carbo Lowe, 1839 ",Aphanopus,carbo,Aphanopus carbo,Present
2138,"Benthodesmus elongatus (Clarke, 1879) ",Benthodesmus,elongatus,Benthodesmus elongatus,Present
2139,"Lepidopus caudatus (Euphrasen, 1788) ",Lepidopus,caudatus,Lepidopus caudatus,Present
2140,"Trichiurus lepturus Linnaeus, 1758 ",Trichiurus,lepturus,Trichiurus lepturus,Present
2141,"Acanthocybium solandri (Cuvier in Cuvier & Valenciennes, 1832) ",Acanthocybium,solandri,Acanthocybium solandri,Present
2142,"Allothunnus fallai Serventy, 1948 ",Allothunnus,fallai,Allothunnus fallai,Present
2143,"Auxis thazard (Lacepède [ex Commerson], 1800) ",Auxis,thazard,Auxis thazard,Present
2144,"Euthynnus affinis (Cantor, 1849) ",Euthynnus,affinis,Euthynnus affinis,Present
2145,"Grammatorcynus bicarinatus (Quoy & Gaimard, 1825) ",Grammatorcynus,bicarinatus,Grammatorcynus bicarinatus,Present
2146,"Grammatorcynus bilineatus (Rüppell, 1836) ",Grammatorcynus,bilineatus,Grammatorcynus bilineatus,Present
2147,"Gymnosarda unicolor (Rüppell, 1836) ",Gymnosarda,unicolor,Gymnosarda unicolor,Present
2148,"Katsuwonus pelamis (Linnaeus, 1758) ",Katsuwonus,pelamis,Katsuwonus pelamis,Present
2149,"Rastrelliger kanagurta (Cuvier, 1816) ",Rastrelliger,kanagurta,Rastrelliger kanagurta,Present
2150,"Scomberomorus commerson (Lacepède [ex Commerson], 1800) ",Scomberomorus,commerson,Scomberomorus commerson,Present
2151,"Thunnus alalunga (Bonnaterre, 1788) ",Thunnus,alalunga,Thunnus alalunga,Present
2152,"Thunnus albacares (Bonnaterre, 1788) ",Thunnus,albacares,Thunnus albacares,Present
2153,"Thunnus obesus (Lowe, 1839) ",Thunnus,obesus,Thunnus obesus,Present
2154,"Xiphias gladius Linnaeus, 1758 ",Xiphias,gladius,Xiphias gladius,Present
2155,"Istiompax indicus (Cuvier in Cuvier & Valenciennes, 1832) ",Istiompax,indicus,Istiompax indicus,Present
2156,"Istiophorus platypterus (Shaw in Shaw & Nodder, 1792) ",Istiophorus,platypterus,Istiophorus platypterus,Present
2157,"Kajikia audax (Philippi, 1887) ",Kajikia,audax,Kajikia audax,Present
2158,"Makaira mazara (Jordan & Snyder, 1901) ",Makaira,mazara,Makaira mazara,Present
2159,"Makaira nigricans Lacepède, 1802 ",Makaira,nigricans,Makaira nigricans,Present
